DEPT,SECTION,CATEGORY,SUBCATEGORY,ITEM,SIZE,PRICE,UPC,ID,DUE,NOTE,"EACH SIZE",UNIT,"PACK AMT","RETAIL UNITS PER EACH","REG PRICE",DEPT_ID,SECTION_ID,CATEGORY_ID,SUBCATEGORY_ID,ORIGIN
"CHEESE","EICHTEN'S FARMSTEAD ","","","Gouda, Herb (wedges) ","12/8 OZ","53.85","705965-002550","678","","","8","OZ","12","1.000","53.85","6","12","","","MN"
"CHEESE","EICHTEN'S FARMSTEAD ","","","Gouda, Herb (wheel)","10 LB","7.80","000000-00BULK","686","","","10","LB","1","1.000","7.80","6","12","","","MN"
"CHEESE","EICHTEN'S FARMSTEAD ","","","Gouda, Lowfat Part Skim (wedges)","12/8 OZ","53.85","705965-002604","681","","","8","OZ","12","1.000","53.85","6","12","","","MN"
"CHEESE","EICHTEN'S FARMSTEAD ","","","Gouda, Olive Tapenade (wedges)","12/8 OZ","53.85","765965-002673","675","","","8","OZ","12","1.000","53.85","6","12","","","MN"
"CHEESE","EICHTEN'S FARMSTEAD ","","","Gouda, Peppercorn (wedges)","12/8 OZ","53.85","705965-002567","680","","","8","OZ","12","1.000","53.85","6","12","","","MN"
"CHEESE","EICHTEN'S FARMSTEAD ","","","Gouda, Plain Mild (1/2 wheel)","5 LB","7.67","000000-00BULK","9395","","","5","LB","1","1.000","7.67","6","12","","","MN"
"CHEESE","EICHTEN'S FARMSTEAD ","","","Gouda, Plain Mild Dutch-style (wedges)","12/8 OZ","53.85","705965-002512","679","","","8","OZ","12","1.000","53.85","6","12","","","MN"
"CHEESE","EICHTEN'S FARMSTEAD ","","","Gouda, Plain Mild Dutch-style (wheel) ","10 LB","6.43","000000-00BULK","687","","","10","LB","1","1.000","6.43","6","12","","","MN"
"CHEESE","EICHTEN'S FARMSTEAD ","","","Gouda, Smoked (wedges)","12/8 OZ","53.85","705965-002556","682","","","8","OZ","12","1.000","53.85","6","12","","","MN"
"CHEESE","EICHTEN'S FARMSTEAD ","","","Gouda, Smoked (wheel)","10 LB","7.67","000000-00BULK","689","","","10","LB","1","1.000","7.67","6","12","","","MN"
"CHEESE","EICHTEN'S FARMSTEAD ","","","Gouda, Tomato-Basil (wedges)","12/8 OZ","53.85","705965-002581","683","","","8","OZ","12","1.000","53.85","6","12","","","MN"
"CHEESE","EICHTEN'S FARMSTEAD ","","","Gouda, Tomato-Basil (wheel) ","10 LB","6.79","000000-00BULK","690","","","10","LB","1","1.000","6.79","6","12","","","MN"
"CHEESE","EICHTEN'S FARMSTEAD ","","","Gouda, Wild Rice (wedges)","12/8 OZ","53.85","705965-002543","684","","","8","OZ","12","1.000","53.85","6","12","","","MN"
"CHEESE","EICHTEN'S FARMSTEAD ","","","Parmesan (wedges)","12/8 OZ","53.85","705965-004516","691","","","8","OZ","12","1.000","53.85","6","12","","","MN"
"CHEESE","EICHTEN'S FARMSTEAD ","","","String Cheese, Plain","5 LB","24.50","000000-00UNIT","692","","","5","LB","1","1.000","24.50","6","12","","","MN"
"CHEESE","EICHTEN'S FARMSTEAD ","","","String Cheese, Plain, Singles","20/1 OZ","10.25","705965-088245","696","","","1","OZ","20","1.000","10.25","6","12","","","MN"
"CHEESE","EICHTEN'S FARMSTEAD ","","","String Cheese, Smoked","5 LB","24.50","000000-00UNIT","694","","","5","LB","1","1.000","24.50","6","12","","","MN"
"CHEESE","EICHTEN'S FARMSTEAD ","","","String Cheese, Smoked, Singles","20/1 OZ","10.47","705965-688117","697","","","1","OZ","20","1.000","10.47","6","12","","","MN"
"CHEESE","EICHTEN'S FARMSTEAD ","","","Tilsit (wedges)","12/8 OZ","53.85","795965-003519","9348","","","8","OZ","12","1.000","53.85","6","12","","","MN"
"CHEESE","ELLSWORTH VALLEY ","","","Cheddar, Medium Yellow","5 LB","3.99","000000-00BULK","44","","","5","LB","1","1.000","3.99","6","33","","","MN/WI"
"CHEESE","ELLSWORTH VALLEY ","","","Cheddar, Smoked","10/8 OZ","24.25","742863-005012","49","","","8","OZ","10","1.000","24.25","6","33","","","MN/WI"
"CHEESE","ELLSWORTH VALLEY ","","","Cheddar, Smoked ","5 LB","3.99","000000-00BULK","50","","","5","LB","1","1.000","3.99","6","33","","","MN/WI"
"CHEESE","ELLSWORTH VALLEY ","","","Cheddar, White","10/8 OZ","24.21","742863-005067","7609","","","8","OZ","10","1.000","24.21","6","33","","",""
"CHEESE","ELLSWORTH VALLEY ","","","Colby","5 LB","3.99","000000-00BULK","46","","","5","LB","1","1.000","3.99","6","33","","","MN/WI"
"CHEESE","ELLSWORTH VALLEY ","","","Colby, Chipotle","10/8 OZ","24.25","742863-005258","912","","","8","OZ","10","1.000","24.25","6","33","","","MN/WI"
"CHEESE","ELLSWORTH VALLEY ","","","Colby, Chipotle ","5 LB","3.99","000000-00BULK","42","","","5","LB","1","1.000","3.99","6","33","","","MN/WI"
"CHEESE","ELLSWORTH VALLEY ","","","Curds, Cheddar White","24/2 OZ","14.50","025611-680700","10254","","","2","OZ","24","1.000","14.50","6","33","","",""
"CHEESE","ELLSWORTH VALLEY ","","","Curds, Garlic","12/5 OZ","18.00","025611-620768","10255","","","5","OZ","12","1.000","18.00","6","33","","",""
"CHEESE","ELLSWORTH VALLEY ","","","Monteray Jack, Habanero-Ghost Pepper","5 LB","3.99","000000-00BULK","9151","","","5","LB","1","1.000","3.99","6","33","","","MN/WI"
"CHEESE","ELLSWORTH VALLEY ","","","Monterey Jack","10/8 OZ","24.25","742863-005029","47","","","8","OZ","10","1.000","24.25","6","33","","","MN/WI"
"CHEESE","ELLSWORTH VALLEY ","","","Monterey Jack ","5 LB","3.99","000000-00BULK","48","","","5","LB","1","1.000","3.99","6","33","","","MN/WI"
"CHEESE","ELLSWORTH VALLEY ","","","Muenster, Red Rind ","5 LB","3.99","000000-00BULK","7114","","","5","LB","1","1.000","3.99","6","33","","","MN/WI"
"CHEESE","ELLSWORTH VALLEY ","","","Pepper Jack","5 LB","3.99","000000-00BULK","7115","","","5","LB","1","1.000","3.99","6","33","","","MN/WI"
"CHEESE","MT. STERLING CO-OP CREAMERY","","","Goat Cheddar, Mild Raw","5 LB","8.05","000000-00BULK","8744","","","5","LB","1","1.000","8.05","6","42","","","WI"
"CHEESE","MT. STERLING CO-OP CREAMERY","","","Goat Cheddar, Mild, Pasteurized ","5 LB","7.95","000000-00BULK","8745","","","5","LB","1","1.000","7.95","6","42","","","WI"
"CHEESE","MT. STERLING CO-OP CREAMERY","","","Goat Cheddar, Mild, Raw ","12/8 OZ","52.00","079004-100023","8742","","","8","OZ","12","1.000","52.00","6","42","","","WI"
"CHEESE","MT. STERLING CO-OP CREAMERY","","","Goat Cheddar, Raw Milk","12/8 OZ","60.23","079004-100108","9209","","","8","OZ","12","1.000","60.23","6","42","","","WI"
"CHEESE","MT. STERLING CO-OP CREAMERY","","","Goat Cheddar, Sharp, Pasteurized","5 LB","9.26","000000-00BULK","8821","","","5","LB","1","1.000","9.26","6","42","","","WI"
"CHEESE","MT. STERLING CO-OP CREAMERY","","","Goat Cheddar, Smoked, Raw Milk","12/8 OZ","60.40","079004-100191","9208","","","8","OZ","12","1.000","60.40","6","42","","","WI"
"CHEESE","MT. STERLING CO-OP CREAMERY","","","Goat Feta, Pasteurized ","12/7 OZ","44.89","079004-100085","8747","","","7","OZ","12","1.000","44.89","6","42","","","WI"
"CHEESE","MT. STERLING CO-OP CREAMERY","","","Goat Jack, Country Jack w/ Jalapeno","12/8 OZ","51.68","079004-100139","9210","","","8","OZ","12","1.000","51.68","6","42","","","WI"
"CHEESE","MT. STERLING CO-OP CREAMERY","","","Goat Jack, CountryJack Pasteurized","12/8 OZ","51.33","079004-100030","9249","","","8","OZ","12","1.000","51.33","6","42","","","WI"
"CHEESE","MT. STERLING CO-OP CREAMERY","","","Goat Mozzarella, Pasteurized","5 LB","8.06","000000-00BULK","8746","","","5","LB","1","1.000","8.06","6","42","","","WI"
"CHEESE","MT. STERLING CO-OP CREAMERY","","","Goat Mozzarella, Pasteurized ","12/8 OZ","53.60","079004-100047","9250","","","8","OZ","12","1.000","53.60","6","42","","","WI"
"CHEESE","NORDIC CREAMERY (rBGH-free conventional)","","","Capriko (cow/goat milk)","12/8 OZ","49.85","893193-002056","303","","","8","OZ","12","1.000","49.85","6","20","","","WI"
"CHEESE","NORDIC CREAMERY (rBGH-free conventional)","","","Capriko, Smoked (cow/goat milk)","12/8 OZ","54.00","893193-002070","308","","","8","OZ","12","1.000","54.00","6","20","","","WI"
"CHEESE","NORDIC CREAMERY (rBGH-free conventional)","","","Cheddar, Smoked (cow milk)","12/8 OZ","47.95","893193-002315","7992","","","8","OZ","12","1.000","47.95","6","20","","","WI"
"CHEESE","NORDIC CREAMERY (rBGH-free conventional)","","","Feta, Sheep Milk ","16/6 OZ","58.65","893193-002476","8914","","","6","OZ","16","1.000","58.65","6","20","","","WI"
"CHEESE","NORDIC CREAMERY (rBGH-free conventional)","","","Grumpy Goat (goat milk, tangy)","12/8 OZ","59.85","893193-002148","305","","","8","OZ","12","1.000","59.85","6","20","","","WI"
"CHEESE","NORDIC CREAMERY (rBGH-free conventional)","","","Mountain Jack (goat milk, sharp)","12/8 OZ","52.55","893193-002032","307","","","8","OZ","12","1.000","52.55","6","20","","","WI"
"CHEESE","NORDIC CREAMERY (rBGH-free conventional)","","","Muenster ( goat milk)","12/8 OZ","55.75","893193-002391","9446","","","8","OZ","12","1.000","55.75","6","20","","","WI"
"CHEESE","NORDIC CREAMERY (rBGH-free conventional)","","","Muenster, Smoked (cow milk)","12/8 OZ","47.20","893193-002308","7993","","","8","OZ","12","1.000","47.20","6","20","","","WI"
"CHEESE","NORDIC CREAMERY (rBGH-free conventional)","","","Parmesan (cow milk)","12/8 OZ","47.95","893193-002322","7995","","","8","OZ","12","1.000","47.95","6","20","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","American, Singles OG","12/8 OZ","53.43","093966-004861","8275","","","8","OZ","12","1.000","53.43","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Baby Swiss OG","12/8 OZ","65.34","093966-000528","804","","","8","OZ","12","1.000","65.34","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Baby Swiss, Sliced OG","12/6 OZ","55.90","093966-002614","7131","","","6","OZ","12","1.000","55.90","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Blue Cheese, Crumbles OG","12/4 OZ","38.91","093966-002119","737","","","4","OZ","12","1.000","38.91","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Blue Cheese, Kickapoo Wedges OG","12/4 OZ","39.64","093966-005356","8750","","","4","OZ","12","1.000","39.64","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Cheddar, Grassmilk Raw OG","10/8 OZ","56.85","093966-005011","10531","","","8","OZ","10","1.000","56.85","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Cheddar, Grassmilk Raw Sharp OG","10/8 OZ","59.63","093966-005042","10530","","","8","OZ","10","1.000","59.63","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Cheddar, Mild Pasteurized OG","12/8 OZ","51.26","093966-213102","741","","","8","OZ","12","1.000","51.26","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Cheddar, Mild, Raw Milk OG","12/8 OZ","50.97","093966-113105","746","","","8","OZ","12","1.000","50.97","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Cheddar, Mild, Shredded OG","12/6 OZ","43.27","093966-412109","749","","","6","OZ","12","1.000","43.27","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Cheddar, Raw Sharp OG","12/8 OZ","54.45","093966-113204","748","","","8","OZ","12","1.000","54.45","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Cheddar, Sharp Pasteurized OG","12/8 OZ","53.43","093966-213201","743","","","8","OZ","12","1.000","53.43","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Cheddar, Sharp, Shredded OG","12/6 OZ","43.27","093966-005431","9856","","","6","OZ","12","1.000","43.27","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Cheddar, Sliced OG","12/6 OZ","45.88","093966-000818","744","","","6","OZ","12","1.000","45.88","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Colby, Yellow OG","12/8 OZ","51.26","093966-213409","754","","","8","OZ","12","1.000","51.26","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Feta OG","12/8 OZ","54.74","093966-213010","764","","","8","OZ","12","1.000","54.74","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Feta, Crumbles OG","12/4 OZ","38.91","093966-002126","4729","","","4","OZ","12","1.000","38.91","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Italian Blend, Shredded OG","12/6 OZ","43.27","093966-472080","770","","","6","OZ","12","1.000","43.27","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Mexican Blend, Shredded OG","12/6 OZ","43.27","093966-002270","783","","","6","OZ","12","1.000","43.27","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Monterey Jack OG","12/8 OZ","51.26","093966-213300","776","","","8","OZ","12","1.000","51.26","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Mozzarella OG","12/8 OZ","50.97","093966-253702","779","","","8","OZ","12","1.000","50.97","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Mozzarella, Shredded OG","12/6 OZ","43.27","093966-452709","780","","","6","OZ","12","1.000","43.27","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Muenster, Red Rind OG","12/8 OZ","50.97","093966-213508","782","","","8","OZ","12","1.000","50.97","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Parmesan, Shredded (tubs) OG","12/4 OZ","43.41","093966-002287","789","","","4","OZ","12","1.000","43.41","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Pepper Jack OG","12/8 OZ","50.97","093966-213607","791","","","8","OZ","12","1.000","50.97","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Provolone OG","12/8 OZ","50.97","093966-213904","792","","","8","OZ","12","1.000","50.97","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Provolone, Sliced OG","12/6 OZ","45.88","093966-000894","7130","","","6","OZ","12","1.000","45.88","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Ricotta (tubs) OG","6/15 OZ","28.68","093966-002195","793","","","15","OZ","6","1.000","28.68","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","String Cheese, Colby Jack OG","12/6/6 ea","50.67","093966-002164","801","","","6","ea","12/6","1.000","50.67","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","String Cheese, Mozzarella OG","12/6/6 ea","46.17","093966-002140","802","","","6","ea","12/6","1.000","46.17","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","String Cheese, Singles OG   ","4/24/1 ea","57.93","093966-000054","803","","","1","ea","4/24","1.000","57.93","6","22","","","WI"
"CHEESE","ORGANIC VALLEY FAMILY OF FARMS (USDA ORGANIC)","","","Wisconsin Jack, Raw Milk OG","12/8 OZ","50.97","093966-113303","813","","","8","OZ","12","1.000","50.97","6","22","","","WI"
"CHEESE","POPLAR HILL DAIRY","","","Chevre, MN Montrachet, Herb","12/6 OZ","45.88","019433-002017","7285","","","6","OZ","12","1.000","45.88","6","37","","","MN"
"CHEESE","POPLAR HILL DAIRY","","","Chevre, MN Montrachet, Plain","12/6 OZ","43.60","019433-001010","7286","","","6","OZ","12","1.000","43.60","6","37","","","MN"
"CHEESE","POPLAR HILL DAIRY","","","Chevre, MN Montrachet, Plain (PRICE PER LB)","4 LB","9.57","000000-00BULK","7307","","","4","LB","1","1.000","9.57","6","37","","","MN"
"CHEESE","POPLAR HILL DAIRY","","","Chevre, MN Montrachet, Vegetable","12/6 OZ","44.21","019433-012061","7287","","","6","OZ","12","1.000","44.21","6","37","","","MN"
"CHEESE","PUNK RAWK LABS VEGAN NUTMILK CHEESE","","","Cashew Nut Milk Cheese, ""Cashew of the Woods""","1/4.25 OZ","8.60","756519-996845","9819","","vegan","4.25","OZ","1","1.000","8.60","6","71","","","MN"
"CHEESE","PUNK RAWK LABS VEGAN NUTMILK CHEESE","","","Cashew Nut Milk Cheese, Herb","4.25 OZ","7.90","740016-628910","8375","","vegan","4.25","OZ","1","1.000","7.90","6","71","","","MN"
"CHEESE","PUNK RAWK LABS VEGAN NUTMILK CHEESE","","","Cashew Nut Milk Cheese, Nacho","4.25 OZ","9.20","740016-628965","8377","","vegan","4.25","OZ","1","1.000","9.20","6","71","","","MN"
"CHEESE","PUNK RAWK LABS VEGAN NUTMILK CHEESE","","","Cashew Nut Milk Cheese, Plain","4.25 OZ","7.90","740016-628880","8373","","vegan","4.25","OZ","1","1.000","7.90","6","71","","","MN"
"CHEESE","PUNK RAWK LABS VEGAN NUTMILK CHEESE","","","Cashew Nut Milk Cheese, Smoked","4.25 OZ","7.90","740016-628941","8374","","vegan","4.25","OZ","1","1.000","7.90","6","71","","","MN"
"CHEESE","ROCHDALE FARMS","","","Baby Swiss ","6 LB","5.95","000000-00BULK","7057","","","6","LB","1","1.000","5.95","6","27","","","WI"
"CHEESE","ROCHDALE FARMS","","","Cheddar, Med. Yellow rBGH-free","5 LB","4.20","000000-00BULK","401","","","5","LB","1","1.000","4.20","6","27","","","WI"
"CHEESE","ROCHDALE FARMS","","","Cheddar, Sharp Yellow rBGH-free","5 LB","4.30","000000-00BULK","405","","","5","LB","1","1.000","4.30","6","27","","","WI"
"CHEESE","ROCHDALE FARMS","","","Cheddar, Shredded Yellow rBGH-free","5 LB","16.40","000000-00UNIT","412","","","5","LB","1","1.000","16.40","6","27","","","WI"
"CHEESE","ROCHDALE FARMS","","","Colby-Jack Blend rBGH-free ","5 LB","3.52","000000-00BULK","9248","","","5","LB","1","1.000","3.52","6","27","","","WI"
"CHEESE","ROCHDALE FARMS","","","Goat Cheddar, Aged","5 LB","7.55","000000-00BULK","8143","","Goat Milk","5","LB","1","1.000","7.55","6","27","","","WI"
"CHEESE","ROCHDALE FARMS","","","Mozzarella, Part-Skim rBGH-free","6 LB","2.85","000000-00BULK","408","","","6","LB","1","1.000","2.85","6","27","","","WI"
"CHEESE","ROCHDALE FARMS","","","Mozzarella, Part-Skim, Shredded rBGH-free","5 LB","16.15","000000-00UNIT","402","","","5","LB","1","1.000","16.15","6","27","","","WI"
"CHEESE","ROCHDALE FARMS","","","Mozzarella, Smoked rBGH-free ","6 LB","3.00","000000-00BULK","407","","","6","LB","1","1.000","3.00","6","27","","","WI"
"CHEESE","ROCHDALE FARMS","","","Mozzarella, Whole Milk Shredded rBGH-free","5 LB","16.15","000000-00UNIT","6849","","","5","LB","1","1.000","16.15","6","27","","","WI"
"CHEESE","ROCHDALE FARMS","","","Mozzarella, Whole Milk rBGH-free","6 LB","3.00","000000-00BULK","409","","","6","LB","1","1.000","3.00","6","27","","","WI"
"CHEESE","ROCHDALE FARMS","","","Provolone, Plain (round loaf) rBGH-free ","6 LB","3.05","000000-00BULK","410","","","6","LB","1","1.000","3.05","6","27","","","WI"
"CHEESE","ROCHDALE FARMS","","","Provolone, Plain, Shredded rBGH-free","5 LB","16.20","000000-00UNIT","7212","","","5","LB","1","1.000","16.20","6","27","","","WI"
"CHEESE","ROCHDALE FARMS","","","Provolone, Smoked (round loaf) rBGH-free","6 LB","3.05","000000-00BULK","411","","","6","LB","1","1.000","3.05","6","27","","","WI"
"CHEESE","ROCHDALE FARMS","","","Provolone, Smoked, Shredded rBGH-free","5 LB","16.25","000000-00UNIT","406","","","5","LB","1","1.000","16.25","6","27","","","WI"
"CHEESE","ROCHDALE FARMS","","","String Cheese, Plain rBGH-free","5 LB","17.30","000000-00UNIT","413","","","5","LB","1","1.000","17.30","6","27","","","WI"
"CHEESE","ROCHDALE FARMS","","","String Cheese, Smoked rBGH-free","5 LB","17.30","000000-00UNIT","414","","","5","LB","1","1.000","17.30","6","27","","","WI"
"CHEESE","ROCHDALE FARMS (USDA ORGANIC)","","","Cheddar, Medium White OG","5 LB","5.85","000000-00BULK","394","","","5","LB","1","1.000","5.85","6","28","","","WI"
"CHEESE","ROCHDALE FARMS (USDA ORGANIC)","","","Cheddar, Mild White OG","12/8 OZ","43.95","857423-002148","7458","","","8","OZ","12","1.000","43.95","6","28","","","WI"
"CHEESE","ROCHDALE FARMS (USDA ORGANIC)","","","Cheddar, Mild White OG ","5 LB","5.70","000000-00BULK","396","","","5","LB","1","1.000","5.70","6","28","","","WI"
"CHEESE","ROCHDALE FARMS (USDA ORGANIC)","","","Cheddar, Sharp White OG","5 LB","5.95","000000-00BULK","397","","","5","LB","1","1.000","5.95","6","28","","","WI"
"CHEESE","ROCHDALE FARMS (USDA ORGANIC)","","","Cheddar, Sharp White OG ","12/8 OZ","45.45","857423-002155","7459","","","8","OZ","12","1.000","45.45","6","28","","","WI"
"CHEESE","ROCHDALE FARMS (USDA ORGANIC)","","","Colby-Jack Blend OG","12/8 OZ","43.95","857423-002162","7460","","","8","OZ","12","1.000","43.95","6","28","","","WI"
"CHEESE","ROCHDALE FARMS (USDA ORGANIC)","","","Colby-Jack Blend OG ","5 LB","5.70","000000-00BULK","393","","","5","LB","1","1.000","5.70","6","28","","","WI"
"CHEESE","SUNNY ROAD","","","Cheddar, Mild White, Raw Milk","12/8 OZ","57.10","859201-003118","7294","","","8","OZ","12","1.000","57.10","6","38","","","MN"
"CHEESE","SUNNY ROAD","","","Cheddar, Smoked","12/8 OZ","63.00","859201-003156","7572","","","8","OZ","12","1.000","63.00","6","38","","","MN"
"CHEESE","SUNNY ROAD","","","Gouda, Plain, Raw Milk","5 LB","9.50","000000-00BULK","7295","","","5","LB","1","1.000","9.50","6","38","","","MN"
"CHEESE","SUNNY ROAD","","","Gouda, Raw Milk","12/8 OZ","57.10","859201-003125","7296","","","8","OZ","12","1.000","57.10","6","38","","","MN"
"CHEESE","SUNNY ROAD","","","Gruyere, Raw Milk","5 LB","9.50","000000-00BULK","10145","","","5","LB","1","1.000","9.50","6","38","","","MN"
"CHEESE","SUNNY ROAD","","","Havarti, Raw Milk","12/8 OZ","57.10","859201-003095","7298","","","8","OZ","12","1.000","57.10","6","38","","","MN"
"CHEESE","SUNNY ROAD","","","Havarti, Smoked","5 LB","10.50","000000-00BULK","10207","","","5","LB","1","1.000","10.50","6","38","","","MN"
"CHEESE","SUNNY ROAD","","","Mozzarella, ""Young""","12/8 OZ","57.10","001530-000003","8592","","","8","OZ","12","1.000","57.10","6","38","","","MN"
"CHEESE","SUNNY ROAD","","","Muenster","12/8 OZ","57.10","859201-003170","7571","","","8","OZ","12","1.000","57.10","6","38","","","MN"
"CHEESE","SWISS VALLEY FARMS","","","Cream Cheese","1/3 LB","7.75","000000-00UNIT","8947","","","3","LB","1","1.000","7.75","6","69","","","LOCAL"
"CHEESE","SWISS VALLEY FARMS","","","Neufchatel","1/3 LB","7.45","000000-00UNIT","9316","","","3","LB","1","1.000","7.45","6","69","","","LOCAL"
"CHEESE","WISCONSIN SHEEP DAIRY COOPERATIVE","","","Sheep Milk Cheese Blue Hills Bleu 12ct- seasonal (random weight case)","12 CT","16.80","000000-00BULK","10444","","price per LB","12","CT","1","1.000","16.80","6","86","","","WI"
"CHEESE","WISCONSIN SHEEP DAIRY COOPERATIVE","","","Sheep Milk Cheese Dante 12ct (random weight case)","12 CT","17.68","000000-00BULK","10442","","price per LB","12","CT","1","1.000","17.68","6","86","","","WI"
"CHEESE","WISCONSIN SHEEP DAIRY COOPERATIVE","","","Sheep Milk Cheese Pecorino 12ct (random weight case)","12 CT","12.10","000000-00BULK","10443","","price per LB","12","CT","1","1.000","12.10","6","86","","","WI"
"CHEESE","WISCONSIN SHEEP DAIRY COOPERATIVE","","","Sheep Milk Cheese Pepper Jack 12ct (random weight case)","12 CT","11.35","000000-00BULK","10440","","price per LB","12","CT","1","1.000","11.35","6","86","","","WI"
"CHEESE","WISCONSIN SHEEP DAIRY COOPERATIVE","","","Sheep Milk Cheese Pizzarella 12ct- seasonal (random weight case)","12 CT","10.98","000000-00BULK","10439","","price per LB","12","CT","1","1.000","10.98","6","86","","","WI"
"CHEESE","WISCONSIN SHEEP DAIRY COOPERATIVE","","","Sheep Milk Cheese Somerset 12ct (random weight case)","12 CT","12.10","000000-00BULK","10441","","price per LB","12","CT","1","1.000","12.10","6","86","","","WI"
"DAIRY AND SOY","DAIRY","CASTLE ROCK ORGANIC FARMS","","2 % Quarts Glass OG","12/32 OZ","27.21","854652-001126","9052","","","32","OZ","12","1.000","27.21","5","7","128","","WI"
"DAIRY AND SOY","DAIRY","CASTLE ROCK ORGANIC FARMS","","2% Half Gallon Glass OG","6/64 OZ","24.77","854652-001010","9015","","","64","OZ","6","1.000","24.77","5","7","128","","WI"
"DAIRY AND SOY","DAIRY","CASTLE ROCK ORGANIC FARMS","","Chocolate Half Gallons Glass OG","6/64 OZ","28.26","854652-001041","9017","","","64","OZ","6","1.000","28.26","5","7","128","","WI"
"DAIRY AND SOY","DAIRY","CASTLE ROCK ORGANIC FARMS","","Chocolate Quarts Glass OG","12/32 OZ","30.28","854652-001157","9054","","","32","OZ","12","1.000","30.28","5","7","128","","WI"
"DAIRY AND SOY","DAIRY","CASTLE ROCK ORGANIC FARMS","","Half & Half Pint Glass OG","12/16 OZ","28.19","854652-001089","9019","","","16","OZ","12","1.000","28.19","5","7","128","","WI"
"DAIRY AND SOY","DAIRY","CASTLE ROCK ORGANIC FARMS","","Skim Half Gallons Glass OG","6/64 OZ","23.72","854652-001027","9016","","","64","OZ","6","1.000","23.72","5","7","128","","WI"
"DAIRY AND SOY","DAIRY","CASTLE ROCK ORGANIC FARMS","","Whipping Cream Pints Glass OG","12/16 OZ","48.14","854652-001072","9018","","","16","OZ","12","1.000","48.14","5","7","128","","WI"
"DAIRY AND SOY","DAIRY","CASTLE ROCK ORGANIC FARMS","","Whole Full Fat Half Gallons OG","6/64 OZ","26.16","854652-001003","9014","","","64","OZ","6","1.000","26.16","5","7","128","","WI"
"DAIRY AND SOY","DAIRY","CASTLE ROCK ORGANIC FARMS","","Whole Full Fat Quarts OG","12/32 OZ","28.05","854652-001119","9051","","","32","OZ","12","1.000","28.05","5","7","128","","WI"
