DEPT,SECTION,CATEGORY,SUBCATEGORY,ITEM,SIZE,PRICE,UPC,ID,DUE,NOTE,"EACH SIZE",UNIT,"PACK AMT","RETAIL UNITS PER EACH","REG PRICE",DEPT_ID,SECTION_ID,CATEGORY_ID,SUBCATEGORY_ID,ORIGIN
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Ambrosia Biodyn 80-125ct WA/OR","38","73.83","","9407","","Biodynamic","38","LB","1","1.000","73.83","2","4","","","OR"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Braeburn 100-113ct WA","38","49.45","","9117","","","38","LB","1","1.000","49.45","2","4","","","WA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Braeburn 12/3 LB WA","12","31.27","","7241","","","3","LB","12","1.000","31.27","2","4","","","WA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Braeburn 72-88ct WA","38","52.47","","621","","","38","LB","1","1.000","52.47","2","4","","","WA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Cameo (Juicers - No Stickers)  38 LB WA","38","33.39","","10171","Feb 23","","38","LB","1","1.000","33.39","2","4","","","WA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Enterprise 80-88t OR","38","46.64","","1172","","","38","LB","1","1.000","46.64","2","4","","","OR"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Fuji 100-113ct CA/WA","38","59.89","","1234","","","38","LB","1","1.000","59.89","2","4","","","WA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Fuji 12/3 LB OR/WA","12","34.61","","7242","","","3","LB","12","1.000","34.61","2","4","","","OR/WA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Gala 100-113ct WA/OR","38","42.35","","1276","","","38","LB","1","1.000","42.35","2","4","","","WA/OR"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Gala 12/3 WA","12","30.69","","7","","","3","LB","12","1.000","30.69","2","4","","","WA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Gala 72ct WA","38","63.07","","8357","","","38","LB","1","1.000","63.07","2","4","","","WA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Granny Smith 100-113ct  WA","38","75.79","","8452","","","38","LB","1","1.000","75.79","2","4","","","WA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Granny Smith 12/3 LB WA","12","38.69","","1381","","","3","LB","12","1.000","38.69","2","4","","","WA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Honeycrisp 28 LB (Euro Pack) WA","28","80.03","","8340","","","28","LB","1","1.000","80.03","2","4","","","WA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Pink Lady 100-113ct WA","38","69.32","","1625","","","38","LB","1","1.000","69.32","2","4","","","WA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Pink Lady 12/3 LB WA","12","45.53","","1626","","","3","LB","12","1.000","45.53","2","4","","","WA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Pink Lady Juicers (No Stickers)  36 LB WA","36","33.39","","10557","","","36","LB","1","1.000","33.39","2","4","","","WA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Pinova 12/3 LB WA","12","30.37","","9515","","","3","LB","12","1.000","30.37","2","4","","","WA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Pinova 80-88ct WA/OR","38","46.27","","1638","","","38","LB","1","1.000","46.27","2","4","","","WA/OR"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Red Delicious 12/3 LB WA","12","43.62","","1670","","","3","LB","12","1.000","43.62","2","4","","","WA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Red Delicious Juicers (No Stickers)  36 LB WA","36","30.74","","10573","","","36","LB","1","1.000","30.74","2","4","","","WA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Rubinette Biodyn 100-125 CT OR","38","65.19","","9408","","Biodynamic","38","LB","1","1.000","65.19","2","4","","","OR"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Apple, Sundowner 12/3 LB AZ","12","49.03","","1719","","","3","LB","12","1.000","49.03","2","4","","","AZ"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Applesauce OG LOCAL","12","63.00","040232-072338","9838","","Szczutkowski Orchard","32","OZ","12","1.000","63.00","2","4","","","WISCONSIN"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Avocado, Bacon 40-48ct CA","32-40","42.29","","1790","","","32-40","CT","1","1.000","42.29","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Avocado, Fuerte 70-84ct CA","70-84","54.70","","1801","","","70-84","CT","1","1.000","54.70","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Avocado, Hass 40-48ct CA/MX","40-48","61.80","","1809","","","40-48","CT","1","1.000","61.80","2","4","","","CA/MX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Avocado, Hass 60ct CA/MX","60","52.26","","17","","","60","CT","1","1.000","52.26","2","4","","","CA/MX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Avocado, Hass 70ct CA/MX","70","46.59","","18","","","70","CT","1","1.000","46.59","2","4","","","CA/MX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Avocado, Hass FT 40-48ct MX","40-48","65.93","","8250","","EE Fair Trade","40-48","CT","1","1.000","65.93","2","4","","","MX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Banana FT 40 LB ECUADOR/PERU","40","34.90","","996","","EE Fair Trade","40","LB","1","1.000","34.90","2","4","","","ECUADOR/PERU"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Banana, Red 38 LB MX","38","62.38","","1875","","","38","LB","1","1.000","62.38","2","4","","",""
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Berry, Blueberries 12ct CA","12","30.37","","1901","","6oz.","12","CT","1","1.000","30.37","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Berry, Blueberries 12ct CH","12","30.37","","1902","","","12","CT","1","1.000","30.37","2","4","","","CHILE"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Berry, Raspberries 12ct MX","12","69.32","","27","","","12","CT","1","1.000","69.32","2","4","","","MX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Cherimoya 9 LB CA","9","84.75","","2569","","","9","LB","1","1.000","84.75","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Coconut, Young 9ct THAI","9","31.48","","2486","","","9","CT","1","1.000","31.48","2","4","","","THAILAND"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Dates, Coconut 15 LB CA","15","71.95","","112","","","15","LB","1","1.000","71.95","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Dates, Medjool Confection 11 LB CA","11","38.95","","114","","","11","LB","1","1.000","38.95","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Dates, Medjool Extra Fancy 11 LB CA","11","57.95","","117","","","11","LB","1","1.000","57.95","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Dates, Medjool Jumbo 11 LB CA","11","66.40","","115","","","11","LB","1","1.000","66.40","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Dates, Mini Medjool 11 LB CA","11","43.50","","116","","","11","LB","1","1.000","43.50","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Dates, Pitted Deglet Noor 15 LB CA","15","65.40","","118","","","15","LB","1","1.000","65.40","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Grapefruit, Mello Gold 36 LB CA","36","56.13","","8464","","","36","LB","1","1.000","56.13","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Grapefruit, Pommelo 12-16ct CA","12-16","42.93","","8370","","","12-16","CT","1","1.000","42.93","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Grapefruit, Pommelo Shaddock 12-18ct CA","12-18","48.34","","9023","","","12-18","CT","1","1.000","48.34","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Grapefruit, RioStar 36 LB TX","36","50.09","","2955","","","36","LB","1","1.000","50.09","2","4","","","TX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Grapefruit, RioStar 8/5 LB TX","8","55.60","","206","","","5","LB","8","1.000","55.60","2","4","","","TX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Grapefruit, Ruby 36 LB AZ","36","39.11","","2961","","","36","LB","1","1.000","39.11","2","4","","","AZ"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Kiwi  20/1 LB (BAGS) CA","20","47.65","","250","","","1","LB","20","1.000","47.65","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Kiwi 19 LB (VOLUME FILL) CA","19","47.65","","251","","","19","LB","1","1.000","47.65","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Kumquat Biodyn 10 LB CA","10","56.50","","940","","Beck Grove","10","LB","1","1.000","56.50","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Lemon 18/2 LB CA","18","52.79","","273","","","2","LB","18","1.000","52.79","2","4","","","CA/MX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Lemon, 95/115/140ct CA/AZ","36","62.96","","272","","","36","LB","1","1.000","62.96","2","4","","","CA/AZ"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Lemon, Meyer 25 LB CA","25","51.89","","274","","","25","LB","1","1.000","51.89","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Lemonade Lemon 17 LB CA","17","50.09","","10057","","","17","LB","1","1.000","50.09","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Limes 38 LB MX","38","63.34","","267","","","38","LB","1","1.000","63.34","2","4","","","MX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Limes, Finger 6/2 oz CA","6","62.28","","10599","","2oz. mesh bags","2","OZ","6","1.000","62.28","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Mandarin, Gold Nugget  25 LB CA","25","54.01","","463","","","25","LB","1","1.000","54.01","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Mandarin, Murcott 25 LB CA","25","51.99","","7731","","","25","","1","1.000","51.99","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Mandarin, TDE 25 LB CA","25","56.66","","6854","","","25","LB","1","1.000","56.66","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Mandarinquat 10 LB CA","10","61.27","","641","","","10","LB","1","1.000","61.27","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Mango, Ataulfo 12-18 CT MX","12-18","18.39","","3744","","","12-18","CT","1","1.000","18.39","2","4","","","MX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Mango, Ataulfo 20-22ct MX","20-22","18.39","","3746","","","20-22","CT","1","1.000","18.39","2","4","","","MX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Mango, Kent 7-10ct PERU","7-10","11.08","","567","","","7-10","CT","1","1.000","11.08","2","4","","","PERU"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Nuts, Peanuts Roasted & Salted, In Shell 25 LB CONVENTIONAL","25","51.50","000000-00BULK","339","","conventional","25","LB","1","1.000","51.50","2","4","","","NC"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Orange, Blood  25 LB CA","25","50.09","","7330","","","25","LB","1","1.000","50.09","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Orange, Blood 18-20 LB CA","18-20","42.35","","4599","","","18-20","LB","1","1.000","42.35","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Orange, Blood Biodyn 25 LB CA","25","53.53","","323","","limited","25","LB","1","1.000","53.53","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Orange, Cara Cara 36 LB CA","36","70.91","","324","","","36","LB","1","1.000","70.91","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Orange, Cara Cara Biodyn 25 LB CA","25","50.09","","4608","","","25","LB","1","1.000","50.09","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Orange, Hamlin 113ct TX","38","39.91","","4627","","","38","LB","1","1.000","39.91","2","4","","","TX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Orange, Navel 10/4 LB CA/AZ","10","48.12","","327","","","4","LB","10","1.000","48.12","2","4","","","CA/AZ"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Orange, Navel 12/4 LB CA","12","57.72","","7406","","","4","LB","12","1.000","57.72","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Orange, Navel Biodyn 30 LB CA","30","49.50","","330","","","30","LB","1","1.000","49.50","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Orange, Sour Marmalade 20 LB CA","20","40.49","","9518","","","20","LB","1","1.000","40.49","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Orange, Valencia 10/4 LB AZ/MX/CA","10","44.41","","4687","","","4","LB","10","1.000","44.41","2","4","","","AZ/MX/CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Orange, Valencia 113-138ct AZ","113-138","39.91","","568","","","113-138","CT","1","1.000","39.91","2","4","","","AZ"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Passion Fruit  5 LB CA","5","63.49","","4896","","","5","LB","1","1.000","63.49","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Pear, Bosc Biodyn 44 LB OR","44","54.59","","5578","","","44","LB","1","1.000","54.59","2","4","","","OR"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Pear, D'Anjou Biodyn 44 LB OR","44","55.60","","5608","","","44","LB","1","1.000","55.60","2","4","","","OR"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Pear, Seckel 14 LB WA","14","33.02","","5662","","tiny and sweet!","14","LB","1","1.000","33.02","2","4","","","WA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Pineapple 20-22 LB  MX","20-22","27.45","","4902","","","20-22","LB","1","1.000","27.45","2","4","","","MX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Raisins, Thompson OG 30 lb CA","30","83.15","000000-00BULK","385","","","30","LB","1","1.000","83.15","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Raisins, Thompson OG/Biodyn 25 LB CA","25","74.45","000000-00BULK","387","","","25","LB","1","1.000","74.45","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Tangelo, Minneola Biodyn 25 LB CA","25","44.68","","470","","","25","LB","1","1.000","44.68","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC FRUITS","","","Tangerine, Lavender Gem  17 LB CA","20","47.70","","9951","","","20","LB","1","1.000","47.70","2","4","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Artichoke 12-30ct CA","12-30","43.83","","882","","","12-30","CT","1","1.000","43.83","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Asparagus 11 LB CA/MX/WA","11","31.54","","1748","","","11","LB","1","1.000","31.54","2","5","","","CA/MX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Beans, Green 6/12oz (BAGS) CA, Taylor","6","18.35","","8258","","","12","OZ","6","1.000","18.35","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Beans, Green FT 15 LB MX","15","39.01","","2080","Feb 23","","15","LB","1","1.000","39.01","2","5","","","MX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Beets, Gold  25 LB CA","25","35.93","","57","","","25","LB","1","1.000","35.93","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Beets, Gold Greentop 24ct CA/AZ","24","35.30","","2167","Feb 23","","24","CT","1","1.000","35.30","2","5","","","CA/AZ"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Beets, Red 25 LB LOCAL","25","35.14","","2199","","Local","25","LB","1","1.000","35.14","2","5","","","LOCAL"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Beets, Red Greentop 24ct CA","24","35.30","","58","","","24","CT","1","1.000","35.30","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Bok Choy  35-40 LB CA","35-40","54.27","","1882","","","35-40","LB","1","1.000","54.27","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Bok Choy, Baby  20 LB CA","20","51.68","","22","","","20","LB","1","1.000","51.68","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Broccoli 18 LB CA/MX","14","24.12","","55","","","14","CT","1","1.000","24.12","2","5","","","CA/MX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Broccoli, Crowns 18 LB CA/MX","18","25.92","","56","","","18","LB","1","1.000","25.92","2","5","","","CA/MX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Brussels Sprouts 10 LB CA/MX","10","23.27","","561","","","10","LB","1","1.000","23.27","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Burdock 10 LB WI","10","43.41","","61","","Local","10","LB","1","1.000","43.41","2","5","","","WI"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Burdock 16/10oz LOCAL","16","48.02","","60","","Local","10","OZ","16","1.000","48.02","2","5","","","WI"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Cabbage, Green 40-45 LB LOCAL","40-45","30.74","","929","","Local","40-45","LB","1","1.000","30.74","2","5","","","LOCAL"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Cabbage, Napa 35 LB CA","35","46.75","","71","Feb 23","","35","LB","1","1.000","46.75","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Cabbage, Red 40-45 LB CA/AZ ","45","35.14","","72","","","45","LB","1","1.000","35.14","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Cabbage, Red 40-45 LB LOCAL","40-45","42.14","","2275","","Local","40-45","LB","1","1.000","42.14","2","5","","","LOCAL"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Cabbage, Savoy 35 LB CA","35","43.99","","947","","","35","LB","1","1.000","43.99","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Cabbage, Savoy 35 LB LOCAL","35","41.76","","2281","","Local","35","LB","1","1.000","41.76","2","5","","","LOCAL"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Carrot 10/5 LB CA/AZ","10","49.98","","6860","","","5","LB","10","1.000","49.98","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Carrot 10/5 LB LOCAL","10","68.69","","877","","Local","5","LB","10","1.000","68.69","2","5","","","LOCAL"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Carrot 24/2 LB  CA/AZ","24","49.98","","6861","","","2","LB","24","1.000","49.98","2","5","","","CA/AZ"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Carrot 24/2 LB LOCAL","24","71.55","","7587","","Local","2","LB","24","1.000","71.55","2","5","","","LOCAL"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Carrot 25 LB LOCAL","25","37.15","","62","","Local","25","LB","1","1.000","37.15","2","5","","","LOCAL"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Carrot 48/1 LB CA/AZ","48","49.98","","7279","","","1","LB","48","1.000","49.98","2","5","","","CA / AZ"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Carrot, 10/5 LB Driftless LOCAL","10","65.72","","10494","","Local","5","LB","10","1.000","65.72","2","5","","","LOCAL"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Carrot, Greentop 24ct CA","24","43.35","","2222","Feb 23","","24","CT","1","1.000","43.35","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Carrot, Juice 25 LB CA/AZ, Bunny Luv","25","24.80","","65","","","25","LB","1","1.000","24.80","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Carrot, Juice 25 LB LOCAL","25","18.50","","7597","","Local","25","LB","1","1.000","18.50","2","5","","","LOCAL"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Carrot, Peeled 15/2 LB CA, Bunny Luv","15","42.19","","6965","","","2","LB","15","1.000","42.19","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Carrot, Peeled 30/1 LB CA, Bunny Luv","30","42.19","","6962","","","1","LB","30","1.000","42.19","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Carrot, Peeled Petite 12/12oz CA","12","26.29","","7893","","","12","LB","12","1.000","26.29","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Carrot, Rainbow  25 LB CA","25","30.10","","7309","","","25","LB","1","1.000","30.10","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Carrot, Rainbow 24/2 LB CA","24","52.89","","8541","","","2","LB","24","1.000","52.89","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Carrot, Rainbow Peeled Petite 12/12oz CA","12","24.49","","8890","","","12","OZ","12","1.000","24.49","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Cauliflower 12-16ct CA","12-16","36.78","","2329","Feb 23","","12-16","CT","1","1.000","36.78","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Celeriac (Celery Root) 20 LB LOCAL","20","39.43","","2287","","Local","20","LB","1","1.000","39.43","2","5","","","LOCAL"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Celery 24/30/36ct CA/MX","55","31.69","","75","","","55","LB","1","1.000","31.69","2","5","","","CA/MX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Cilantro 30ct CA","30","32.81","","97","","","30","CT","1","1.000","32.81","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Cucumber 20-25 LB MX","20-25","34.93","","2535","","","20-25","LB","1","1.000","34.93","2","5","","","MX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Cucumber, English 12 CT MX","12","29.15","","2554","Feb 24","","12","CT","1","1.000","29.15","2","5","","","MX"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Daikon, Purple 10 LB LOCAL","10","19.72","","9475","","Local","10","LB","1","1.000","19.72","2","5","","","LOCAL"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Eggplant 24 LB MX/ FL","24","36.25","","2665","","","24","LB","1","1.000","36.25","2","5","","","MX/CA/FL"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Fennel, 12ct CA","12","31.75","","179","Feb 23","","12","CT","1","1.000","31.75","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Garlic, Chopped 12/ 4.25oz jars CA","12","34.45","074574-836907","201","","Christopher Ranch","4.25","OZ","12","1.000","34.45","2","5","","","CA"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Garlic, Hardneck 25 LB LOCAL","25","157.73","","2835","","Local","25","LB","1","1.000","157.73","2","5","","","WI"
"CERTIFIED ORGANIC PRODUCE","CERTIFIED ORGANIC VEGETABLES","","","Garlic, Peeled 12/6oz CA, Christopher Ranch","12","39.86","074574-108523","9390","","Christopher Ranch","6","OZ","12","1.000","39.86","2","5","","","CA"
